ID,Tipo Movimiento,Tipo Compra,Tipo Documento,Tipo Factura,Estado Documento,Fecha,N°,Glosa,Entidad,Afecta,Exenta,Iva,Total,Sueldo,Previred,Bruto,Retención,Líquido,Cta Cte,Archivo,Doc Ingresado?,N° Ingreso,Origen Dinero,Datos Declaración,Certificado Declaración,Formulario Compacto,Comprobante Pago,Comentarios
Fac0054,Venta,,FA,Afecta,Ok,20/10/2023,54,Comisiones,Com0007,36114,,6862,42976,,,,,,Cta0142,/Contabilidad/Documentos Contables/Fac0054.Archivo.172828.976.pdf,TRUE,,,,,,,
Fac0055,Venta,,FA,Afecta,Ok,3/11/2023,55,Comisiones,Com0010,161035,,30597,191632,,,,,,Cta0144,/Contabilidad/Documentos Contables/Fac0055.Archivo.172843.632.pdf,TRUE,,,,,,,
Fac0056,Venta,,FA,Afecta,Ok,8/11/2023,56,Comisiones,Com0007,18088,,3437,21525,,,,,,Cta0145,/Contabilidad/Documentos Contables/Fac0056.Archivo.172903.525.pdf,TRUE,,,,,,,
Fac0057,Venta,,FA,Exenta,Nulo,5/12/2023,57,,Com0006,238767,,,,,,,,,,/Contabilidad/Documentos Contables/Fac0057.Archivo.172939.133.pdf,,,,,,,,
Fac0058,Venta,,FA,Afecta,Ok,12/12/2023,58,Comisiones,Com0001,43900,,8341,52241,,,,,,Cta0167,/Contabilidad/Documentos Contables/Fac0058.Archivo.173006.241.pdf,TRUE,,,,,,,
Fac0059,Venta,,FA,Afecta,Ok,12/12/2023,59,Comisiones,Com0005,119777,,22758,142535,,,,,,Cta0163,/Contabilidad/Documentos Contables/Fac0059.Archivo.173034.535.pdf,TRUE,,,,,,,
Fac0060,Venta,,FA,Afecta,Ok,12/12/2023,60,Comisiones,Com0005,142276,,27032,169308,,,,,,Cta0161,/Contabilidad/Documentos Contables/Fac0060.Archivo.173207.308.pdf,TRUE,,,,,,,
Fac0061,Venta,,FA,Afecta,Ok,12/12/2023,61,Comisiones,Com0007,37199,,7068,44267,,,,,,Cta0166,/Contabilidad/Documentos Contables/Fac0061.Archivo.173227.267.pdf,TRUE,,,,,,,
Fac0062,Venta,,NC,Exenta,Nulo,12/12/2023,1,,Com0006,-238767,,,,,,,,,,,,,,,,,,
Fac0063,Venta,,FA,Exenta,Ok,12/12/2023,62,Comisión Exenta,Com0006,638804,,121373,760177,,,,,,Cta0160,/Contabilidad/Documentos Contables/Fac0063.Archivo.173328.177.pdf,TRUE,,,,,,,
Fac0064,Venta,,NC,Afecta,Ok,12/12/2023,2,Comisiones Negativa FA 62,Com0006,-400037,,-76007,-476044,,,,,,Cta0160,,TRUE,,,,,,,
Fac0065,Venta,,FA,Afecta,Ok,21/12/2023,63,Comisiones,Com0007,255306,,48508,303814,,,,,,Cta0166,/Contabilidad/Documentos Contables/Fac0065.Archivo.173349.814.pdf,TRUE,,,,,,,
Fac0066,Venta,,FA,Afecta,Ok,4/1/2024,64,Comisiones,Com0010,80130,,15225,95355,,,,,,Cta0169,/Contabilidad/Documentos Contables/Fac0066.Archivo.173440.355.pdf,TRUE,,,,,,,
Fac0067,Venta,,FA,Afecta,Ok,4/1/2024,65,Comisiones,Com0001,290030,,55106,345136,,,,,,Cta0172,/Contabilidad/Documentos Contables/Fac0067.Archivo.173503.136.pdf,TRUE,,,,,,,
Fac0068,Venta,,FA,Afecta,Ok,5/1/2024,66,Comisiones,Com0007,550058,,104511,654569,,,,,,Cta0170,/Contabilidad/Documentos Contables/Fac0068.Archivo.173522.569.pdf,TRUE,,,,,,,
Fac0069,Venta,,FA,Afecta,Ok,1/2/2024,67,Comisiones,Com0004,466748,,88682,555430,,,,,,Cta0185,/Contabilidad/Documentos Contables/Fac0069.Archivo.173547.430.pdf,TRUE,,,,,,,
Fac0070,Venta,,FA,Afecta,Ok,5/2/2024,68,Comisiones,Com0001,298816,,56775,355591,,,,,,Cta0186,/Contabilidad/Documentos Contables/Fac0070.Archivo.173613.591.pdf,TRUE,,,,,,,
Fac0071,Venta,,FA,Exenta,Ok,5/2/2024,69,Comisiones,Com0001,17670,,3357,21027,,,,,,Cta0186,/Contabilidad/Documentos Contables/Fac0071.Archivo.173632.027.pdf,TRUE,,,,,,,
Fac0072,Venta,,FA,Afecta,Ok,7/2/2024,70,Comisiones,Com0010,287345,,54596,341941,,,,,,Cta0187,/Contabilidad/Documentos Contables/Fac0072.Archivo.173757.941.pdf,TRUE,,,,,,,
Fac0073,Venta,,FA,Afecta,Ok,20/2/2024,71,Comisiones,Com0008,104046,,19769,123815,,,,,,Cta0196,/Contabilidad/Documentos Contables/Fac0073.Archivo.173814.815.pdf,TRUE,,,,,,,
Fac0074,Venta,,FA,Afecta,Ok,21/2/2024,72,Comisiones,Com0007,346356,,65808,412164,,,,,,Cta0205,/Contabilidad/Documentos Contables/Fac0074.Archivo.173835.164.pdf,TRUE,,,,,,,
Fac0075,Venta,,FA,Exenta,Ok,21/2/2024,73,Comisiones,Com0007,22293,,4236,26529,,,,,,Cta0205,/Contabilidad/Documentos Contables/Fac0075.Archivo.173855.529.pdf,TRUE,,,,,,,
Fac0076,Venta,,FA,Afecta,Ok,4/3/2024,74,Comisiones,Com0010,192686,,36610,229296,,,,,,Cta0208,/Contabilidad/Documentos Contables/Fac0076.Archivo.173916.296.pdf,TRUE,,,,,,,
Fac0077,Venta,,FA,Afecta,Ok,5/3/2024,75,Comisiones,Com0008,365318,,69410,434728,,,,,,Cta0206,/Contabilidad/Documentos Contables/Fac0077.Archivo.173940.728.pdf,TRUE,,,,,,,
Fac0078,Venta,,FA,Afecta,Ok,5/3/2024,76,Comisiones,Com0001,590272,,112152,702424,,,,,,Cta0207,/Contabilidad/Documentos Contables/Fac0078.Archivo.174009.424.pdf,TRUE,,,,,,,
Fac0079,Venta,,FA,Exenta,Nulo,5/3/2024,77,,Com0006,115275,,,,,,,,,,/Contabilidad/Documentos Contables/Fac0079.Archivo.174030.177.pdf,,,,,,,,
Fac0080,Venta,,NC,Exenta,Nulo,11/3/2024,3,Anula FA77,Com0006,-115275,,,,,,,,,,,,,,,,,,
Fac0081,Venta,,FA,Afecta,Ok,11/3/2024,78,Comisiones,Com0006,138142,,26247,164389,,,,,,Cta0215,/Contabilidad/Documentos Contables/Fac0081.Archivo.174049.389.pdf,TRUE,,,,,,,
Fac0082,Venta,,FA,Exenta,Ok,11/3/2024,79,Comisión Exenta,Com0006,166908,,31713,198621,,,,,,Cta0215,/Contabilidad/Documentos Contables/Fac0082.Archivo.174107.621.pdf,TRUE,,,,,,,
Fac0083,Venta,,NC,Afecta,Ok,11/3/2024,4,Comisión Negativa FA 78,Com0006,-189775,,-36057,-225832,,,,,,Cta0215,,TRUE,,,,,,,
Fac0084,Venta,,FA,Afecta,Ok,11/3/2024,80,Profit,Com0006,59121.024,,11233,70354,,,,,,Cta0209,/Contabilidad/Documentos Contables/Fac0084.Archivo.174239.354 (1).pdf,TRUE,,,,,,,
Fac0085,Venta,,FA,Afecta,Ok,11/3/2024,81,Profit,Com0006,166277.88,,31593,197871,,,,,,Cta0210,/Contabilidad/Documentos Contables/Fac0085.Archivo.174312.871 (1).pdf,TRUE,,,,,,,
Fac0086,Venta,,FA,Afecta,Ok,11/3/2024,82,Profit,Com0006,1260016.824,,239403,1499420,,,,,,Cta0211,/Contabilidad/Documentos Contables/Fac0086.Archivo.174343.420 (1).pdf,TRUE,,,,,,,
Fac0087,Venta,,FA,Afecta,Ok,11/3/2024,83,Profit,Com0006,362116.272,,68802,430918,,,,,,Cta0212,/Contabilidad/Documentos Contables/Fac0087.Archivo.174411.918 (1).pdf,TRUE,,,,,,,
Fac0088,Venta,,FA,Afecta,Ok,11/3/2024,84,Profit,Com0006,62816.088,,11935,74751,,,,,,Cta0213,/Contabilidad/Documentos Contables/Fac0088.Archivo.174443.751 (1).pdf,TRUE,,,,,,,
Fac0089,Venta,,FA,Afecta,Ok,11/3/2024,85,Profit,Com0006,51730.896,,9829,61560,,,,,,Cta0214,/Contabilidad/Documentos Contables/Fac0089.Archivo.174512.560 (1).pdf,TRUE,,,,,,,
Fac0090,Venta,,FA,Afecta,Ok,21/3/2024,86,Comisiones,Com0006,104544,,19863,124407,,,,,,Cta0232,/Contabilidad/Documentos Contables/Fac0090.Archivo.174533.407.pdf,TRUE,,,,,,,
Fac0091,Venta,,FA,Afecta,Ok,21/3/2024,87,Comisiones,Com0007,79834,,15168,95002,,,,,,Cta0231,/Contabilidad/Documentos Contables/Fac0091.Archivo.174545.002.pdf,TRUE,,,,,,,
Fac0092,Venta,,FA,Afecta,Ok,21/3/2024,88,Comisiones,Com0008,158053,,30030,188083,,,,,,Cta0221,/Contabilidad/Documentos Contables/Fac0092.Archivo.174600.083.pdf,TRUE,,,,,,,
Fac0093,Venta,,FA,Afecta,Ok,3/4/2024,89,Comisiones,Com0005,50163,,9531,59694,,,,,,Cta0236,/Contabilidad/Documentos Contables/Fac0093.Archivo.174623.694.pdf,TRUE,,,,,,,
Fac0094,Venta,,FA,Afecta,Ok,3/4/2024,90,Comisiones,Com0001,81637,,15511,97148,,,,,,Cta0233,/Contabilidad/Documentos Contables/Fac0094.Archivo.174746.148.pdf,TRUE,,,,,,,
Fac0095,Venta,,FA,Afecta,Ok,3/4/2024,91,Comisiones,Com0007,59453,,11296,70749,,,,,,Cta0237,/Contabilidad/Documentos Contables/Fac0095.Archivo.174802.749.pdf,TRUE,,,,,,,
Fac0096,Venta,,FA,Afecta,Ok,5/4/2024,92,Comisiones,Com0008,117328,,22292,139620,,,,,,Cta0234,/Contabilidad/Documentos Contables/Fac0096.Archivo.174823.620.pdf,TRUE,,,,,,,
Fac0097,Venta,,FA,Afecta,Ok,8/4/2024,93,Comisión Afecta,Com0003,33445,,6355,39800,,,,,,Cta0250,/Contabilidad/Documentos Contables/Fac0097.Archivo.174839.800.pdf,TRUE,,,,,,,
Fac0098,Venta,,FA,Exenta,Ok,8/4/2024,94,Comisión Exenta,Com0003,52557,,9986,62543,,,,,,Cta0250,/Contabilidad/Documentos Contables/Fac0098.Archivo.174855.543.pdf,TRUE,,,,,,,
Fac0099,Venta,,FA,Afecta,Ok,2/5/2024,95,Comisiones,Com0004,112721,,21417,134138,,,,,,Cta0254,/Contabilidad/Documentos Contables/Fac0099.Archivo.174922.138.pdf,TRUE,,,,,,,
Fac0100,Venta,,FA,Afecta,Ok,6/5/2024,96,Comisiones,Com0001,246773,,46887,293660,,,,,,Cta0255,/Contabilidad/Documentos Contables/Fac0100.Archivo.174944.660.pdf,TRUE,,,,,,,
Fac0101,Venta,,FA,Afecta,Ok,6/5/2024,97,Comisiones,Com0008,56183,,10675,66858,,,,,,Cta0244,/Contabilidad/Documentos Contables/Fac0101.Archivo.175012.858.pdf,TRUE,,,,,,,
Fac0102,Venta,,FA,Afecta,Ok,6/5/2024,98,Comisiones,Com0009,290461,,55188,345649,,,,,,Cta0265,/Contabilidad/Documentos Contables/Fac0102.Archivo.175129.649.pdf,TRUE,,,,,,,
Fac0103,Venta,,FA,Afecta,Ok,20/5/2024,99,Comisiones,Com0009,80028,,15205,95233,,,,,,Cta0271,/Contabilidad/Documentos Contables/Fac0103.Archivo.175148.233.pdf,TRUE,,,,,,,
Fac0104,Venta,,FA,Afecta,Ok,22/5/2024,100,Comisiones,Com0006,99006,,18811,117817,,,,,,Cta0274,/Contabilidad/Documentos Contables/Fac0104.Archivo.182914.817.pdf,TRUE,,,,,,,
Fac0105,Venta,,FA,Afecta,Ok,22/5/2024,101,Profit,Com0006,29908,,5683,35591,,,,,,Cta0273,/Contabilidad/Documentos Contables/Fac0105.Archivo.182940.591.pdf,TRUE,,,,,,,
Fac0106,Venta,,FA,Afecta,Ok,22/5/2024,102,Profit,Com0006,22431,,4262,26693,,,,,,Cta0272,/Contabilidad/Documentos Contables/Fac0106.Archivo.183005.693.pdf,TRUE,,,,,,,
Fac0107,Venta,,FA,Afecta,Ok,4/6/2024,103,Comisiones,Com0004,37868,,7195,45063,,,,,,Cta0278,/Contabilidad/Documentos Contables/Fac0107.Archivo.183029.063.pdf,TRUE,,,,,,,
Fac0108,Venta,,FA,Afecta,Ok,5/6/2024,104,Comisiones,Com0006,50241,,9546,59787,,,,,,Cta0283,/Contabilidad/Documentos Contables/Fac0108.Archivo.183051.787.pdf,TRUE,,,,,,,
Fac0109,Venta,,FA,Exenta,Ok,5/6/2024,105,Comisiones,Com0006,7124,,1354,8478,,,,,,Cta0282,/Contabilidad/Documentos Contables/Fac0109.Archivo.183113.478.pdf,TRUE,,,,,,,
Fac0110,Venta,,FA,Afecta,Ok,6/6/2024,106,Comisiones,Com0008,34096,,6478,40574,,,,,,Cta0277,/Contabilidad/Documentos Contables/Fac0110.Archivo.183136.574.pdf,TRUE,,,,,,,
Fac0111,Venta,,FA,Afecta,Ok,21/6/2024,107,Comisiones,Com0007,125264,,23800,149064,,,,,,Cta0298,/Contabilidad/Documentos Contables/Fac0111.Archivo.183153.064.pdf,TRUE,,,,,,,
Fac0112,Venta,,FA,Afecta,Ok,2/7/2024,108,Comisiones,Com0006,69863,,13274,83137,,,,,,Cta0301,/Contabilidad/Documentos Contables/Fac0112.Archivo.183213.137.pdf,TRUE,,,,,,,
Fac0113,Venta,,FA,Exenta,Ok,2/7/2024,109,Comisiones,Com0006,60848,,11561,72409,,,,,,Cta0302,/Contabilidad/Documentos Contables/Fac0113.Archivo.183236.409.pdf,TRUE,,,,,,,
Fac0114,Venta,,FA,Afecta,Ok,3/7/2024,110,Comisiones,Com0010,29812,,5664,35476,,,,,,Cta0299,/Contabilidad/Documentos Contables/Fac0114.Archivo.183459.476.pdf,TRUE,,,,,,,
Fac0115,Venta,,FA,Afecta,Ok,3/7/2024,111,Comisiones,Com0004,106040,,20148,126188,,,,,,Cta0300,/Contabilidad/Documentos Contables/Fac0115.Archivo.183525.188.pdf,TRUE,,,,,,,
Fac0116,Venta,,FA,,Nulo,4/7/2024,112,,Com0001,0,,,,,,,,,,,,,,,,,,
Fac0117,Venta,,FA,,Nulo,4/7/2024,113,,Com0001,0,,,,,,,,,,,,,,,,,,
Fac0118,Venta,,FA,Afecta,Ok,4/7/2024,114,Comisiones,Com0001,85305,,16208,101513,,,,,,Cta0303,/Contabilidad/Documentos Contables/Fac0118.Archivo.183601.513.pdf,TRUE,,,,,,,
Fac0119,Venta,,FA,Afecta,Ok,8/7/2024,115,Comisiones,Com0002,28179,,5354,33533,,,,,,Cta0305,/Contabilidad/Documentos Contables/Fac0119.Archivo.183622.533.pdf,TRUE,,,,,,,
Fac0120,Venta,,FA,,Nulo,18/7/2024,116,,Com0006,0,,,,,,,,,,,,,,,,,,
Fac0121,Venta,,FA,Afecta,Ok,18/7/2024,117,Comisiones,Com0006,55252,,10498,65750,,,,,,Cta0322,/Contabilidad/Documentos Contables/Fac0121.Archivo.183649.750.pdf,TRUE,,,,,,,
Fac0122,Venta,,FA,Exenta,Ok,18/7/2024,118,Comisiones,Com0006,50366,,9570,59936,,,,,,Cta0323,/Contabilidad/Documentos Contables/Fac0122.Archivo.183707.936.pdf,TRUE,,,,,,,
